File,ID,English,Vietnamese
GameTextEvent,3429,"......",""
GameTextEvent,3430,"...Do not turn your back\non Osasuna.",""
GameTextEvent,3431,"There is a darkness in his heart...",""
GameTextEvent,3432,"You are the only one...\nI can trust, Oswald...",""
GameTextEvent,3433,"Your Majesty...",""
GameTextEvent,111326,"You are...the light of Edoras...",""
GameTextEvent,3434,"......",""
GameTextEvent,3435,"Your Majesty.",""
GameTextEvent,3436,"Victory is within our reach.",""
GameTextEvent,3437,"Hmm. The men are gathered?",""
GameTextEvent,3438,"Like ants, sire.",""
GameTextEvent,3439,"I will command them to march\nat once.",""
GameTextEvent,3440,"......",""
GameTextEvent,3441,"...Your Majesty, where are you going?",""
GameTextEvent,3442,"Proud soldiers of Edoras!",""
GameTextEvent,3443,"For too long we have allowed the\nWesterlings to roam unchecked!",""
GameTextEvent,113389,"But today we will show them\nwe are warriors of pride!",""
GameTextEvent,3444,"We shall storm Geist Canyon and\nrestore peace to our land!",""
GameTextEvent,3445,"For this day we spare no vigor!\nThis day we reclaim our glory!",""
GameTextEvent,3446,"...Well said, Mahrez.",""
GameTextEvent,3447,"The soldiers are in high spirits.\nVictory seems all but certain.",""
GameTextEvent,3448,"I would hate to see you falter\non the field seeing as I yielded\nthe seat of general to you.",""
GameTextEvent,3449,"I recall nothing of the sort,\nKrauser.",""
GameTextEvent,3450,"Hmph... We need only cross blades\nto know who is the better of us.",""
GameTextEvent,3451,"Haha... Indeed.",""
GameTextEvent,3452,"We were taken in by His Majesty\nas children and honed our\nswordsmanship together...",""
GameTextEvent,3453,"We sought strength for king\nand country...",""
GameTextEvent,3454,"But in the end, 'twas you who\nearned his favor. That's all there\nis to it.",""
GameTextEvent,3455,"......",""
GameTextEvent,3456,"I swore to serve. All I have done\nhas been in service to that oath.",""
GameTextEvent,3457,"Yet lately I am left to wonder what\nHis Majesty intends for Edoras...",""
GameTextEvent,3458,"......",""
GameTextEvent,3459,"...Are preparations complete?",""
GameTextEvent,3460,"Your Majesty.",""
GameTextEvent,3461,"At ease.\nRaise your head, Mahrez.",""
GameTextEvent,3462,"You have brought Edoras\ncountless victories.",""
GameTextEvent,3463,"The child I once knew has grown\ninto a peerless general.",""
GameTextEvent,3464,"......",""
GameTextEvent,3465,"Today...",""
GameTextEvent,3466,"Today I shall take to the field.",""
GameTextEvent,3467,"...Your Majesty?",""
GameTextEvent,3468,"You needn't sully your hands\nwith such bloody work...",""
GameTextEvent,3469,"Mahrez. I do not doubt your\ncapabilities.",""
GameTextEvent,3470,"But I have long dreamed of\nexpelling the Westerlings.",""
GameTextEvent,3471,"I would see them laid low with\nmine own hand.",""
GameTextEvent,3472,"......",""
GameTextEvent,3473,"Then I shall do everything in my\npower to see you safe, Your Majesty.",""
GameTextEvent,3474,"We will deliver you a glorious\nvictory for the ages.",""
GameTextEvent,3475,"...Of that I have no doubt.",""
GameTextEvent,3476,"......",""
GameTextEvent,3477,"Soldiers! We wage this war with\nour very lives!",""
GameTextEvent,3478,"For the glory of Edoras!",""
GameTextEvent,3479,"GRAAAH!",""
GameTextEvent,3480,"Oh, it's you!",""
GameTextEvent,3481,"You've thought it over, then?\nMy invitation to march with us?",""
GameTextEvent,3484,"Oho! Truly?",""
GameTextEvent,3485,"This battle will dictate the course\nof those to come.",""
GameTextEvent,3486,"'Tis a relief to have a veteran\nlike yourself with us on the field.",""
GameTextEvent,3487,"If you have any questions, pray\nspeak with the other soldiers.",""
GameTextEvent,3488,"I expect great things from you,\nmy friend.",""
GameTextEvent,3489,"Princess Elrica.",""
GameTextEvent,3490,"Mahrez. You will look after\nmy father, I trust...",""
GameTextEvent,3491,"Fear not, my lady. For within our\nranks is now a powerful new ally.",""
GameTextEvent,111327,"We will keep the king from harm,\nrest assured.",""
GameTextEvent,3492,"Thank you, Mahrez...\nI will pray for your safety...",""
GameTextEvent,3493,"You needn't worry for me,\nPrincess...",""
GameTextEvent,3494,"...Haha.",""
GameTextEvent,3495,"How many times have I heard\nyou speak those words on the\neve of battle?",""
GameTextEvent,3496,"Even though you cannot know\nhow it feels to be the one left\nbehind and made to wait.",""
GameTextEvent,3497,"Forgive me, Princess.\nYou are right.",""
GameTextEvent,3498,"As are you, Mahrez...",""
GameTextEvent,3499,"You will return, I am sure.\nThe Lion of Edoras cannot die.",""
GameTextEvent,3500,"Certainly not.",""
GameTextEvent,3501,"If I may be so bold, Princess...",""
GameTextEvent,3502,"Might you favor this Lion with\na kiss before you go?",""
GameTextEvent,3503,"Come back to me.",""
GameTextEvent,3504,"I will, Elrica. I swear it...",""
GameTextEvent,111328,"Now comes your first\nengagement. Geist Canyon\nwill be our battleground!",""
GameTextEvent,111329,"My troops have already set up\ncamp and await our arrival.",""
GameTextEvent,114046,"From its founding, the Kingdom of Edoras",""
GameTextEvent,114128,"has ever been at odds with the Westerlings.",""
GameTextEvent,114047,"King after king attempted to broker peace,",""
GameTextEvent,114129,"only for their efforts to end in failure...",""
GameTextEvent,114048,"...Until King Pardis III, God of War, ascended",""
GameTextEvent,114130,"and resolved to drive them from the land.",""
GameTextEvent,114049,"Under the command of General Mahrez,",""
GameTextEvent,114131,"the armies of Edoras won battle after battle.",""
GameTextEvent,114050,"And so came the day that the king's great ambition...",""
GameTextEvent,114132,"...might at last come to fruition...",""
GameTextEvent,3505,"Barnes. You are charged with\nsafeguarding our main\nencampment.",""
GameTextEvent,111330,"His Majesty has elected to take\nthe field. Let no harm come to\nhim. Understood?",""
GameTextEvent,3506,"Yes, sir! Ours will be an\nimpenetrable defense!",""
GameTextEvent,3507,"Atop this towering cliff, we have\nan insurmountable advantage.",""
GameTextEvent,3508,"So high is our position that not\neven a birdian could reach us.",""
GameTextEvent,3509,"...Nevertheless, we must be\ncautious. Let us place troops\nat the rear of the camp.",""
GameTextEvent,3510,"Yes, sir...\nBut that is the cliff's edge...",""
GameTextEvent,3511,"Indeed it is. In war, one must\nbe prepared for anything.",""
GameTextEvent,3512,"Understood!",""
GameTextEvent,3513,"...Prudent as ever, Mahrez.",""
GameTextEvent,3514,"The Westerlings know these lands\nfar better than we.",""
GameTextEvent,3515,"......",""
GameTextEvent,3516,"...So, are you ready?",""
GameTextEvent,3517,"Rumor has it M'suhi the Viper\nwill be joining the fray.",""
GameTextEvent,3518,"Laid claim to the heads of\nten generals, at last count...",""
GameTextEvent,3519,"...We shan't lose to a snake.",""
GameTextEvent,3520,"The lion does not fear the serpent's\nfangs, for his own are sharper.",""
GameTextEvent,3521,"Try not to fall behind when\nit starts, aye, Krauser?",""
GameTextEvent,3522,"Nor you, friend...",""
GameTextEvent,3523,"This battle will not be easily won...",""
GameTextEvent,3524,"Stay with the rearguard.\nDefend the king with your life.",""
GameTextEvent,3525,"Do this and you may catch His\nMajesty's eye. Gods be with you.",""
GameTextEvent,3526,"Mahrez.",""
GameTextEvent,3527,"You will bring me the head\nof their general.",""
GameTextEvent,3528,"Yes, Your Majesty!",""
GameTextEvent,111342,"With me! For Edoras!",""
GameTextEvent,3529,"GRAAAH!",""
GameTextEvent,415500,"GRAAAH!",""
GameTextEvent,3530,"Mahrez!",""
GameTextEvent,3531,"They barely put up a fight!\nHow disappointing.",""
GameTextEvent,3532,"......",""
GameTextEvent,3533,"...Something's not right.",""
GameTextEvent,3534,"The defense around their general\nis far too weak.",""
GameTextEvent,3535,"...Hmph.\nOr perhaps we're far too strong.",""
GameTextEvent,3536,"......",""
GameTextEvent,3537,"Where is that warrior you spoke of?\nM'suhi the Viper?",""
GameTextEvent,3538,"...Dead, perhaps. Even great\nwarriors may fall by chance...",""
GameTextEvent,3539,"No...",""
GameTextEvent,3540,"They've forsaken their defenses\nto kill King Pardis!",""
GameTextEvent,3541,"We're under attack!",""
GameTextEvent,3542,"They climbed the cliff!? Impossible!",""
GameTextEvent,3543,"No matter. They're but a handful...",""
GameTextEvent,3544,"Rally to me!\nDefend the king with your lives!",""
GameTextEvent,3546,"The captain! He's...!",""
GameTextEvent,3547,"H-hold fast! We have greater\nnumbers! Attack as one!",""
GameTextEvent,3548,"We're no match for them!",""
GameTextEvent,3552,"Wait, that sword...\nThen you must be...",""
GameTextEvent,3553,"...The Viper of the Westerlings!\nM'suhi!",""
GameTextEvent,3554,"None other.",""
GameTextEvent,3555,"We chose to sacrifice our defenses\nto press the attack.",""
GameTextEvent,3556,"It seems our gambit paid off\nas we are now blessed with\na priceless opportunity.",""
GameTextEvent,3557,"For fool is the king who leaves\nhis castle to play at soldier...",""
GameTextEvent,3558,"I'll have your head on a pike\nfor all my people to see.",""
GameTextEvent,3559,"......",""
GameTextEvent,3560,"Come and claim it, then. But know\nthat a head crowned does not\ncome cheap.",""
GameTextEvent,3561,"Oho... You are no warrior\nof Edoras.",""
GameTextEvent,3562,"Heh, just as well. I've had my fill\nof poor bladework.",""
GameTextEvent,3563,"Come! I fear naught of Edoras!",""
GameTextEvent,3564,"I can't believe it...\nYou defeated the Viper...",""
GameTextEvent,3565,"What strength!",""
GameTextEvent,3566,"I remember you.",""
GameTextEvent,3567,"You fought well this day.",""
GameTextEvent,113392,"As befitting the Chosen One...\nWhat was your name again?",""
GameTextEvent,412237,"<chara_name>...?\nI shall remember it.",""
GameTextEvent,3568,"Look! Look there!",""
GameTextEvent,3569,"General Mahrez!",""
GameTextEvent,3570,"Your Majesty!\nAre you unharmed?",""
GameTextEvent,3571,"...I am.",""
GameTextEvent,3572,"Please forgive me, Your Majesty...",""
GameTextEvent,3573,"I bear full responsibility for\nthis mistake...",""
GameTextEvent,3574,"Enough, Mahrez. I am fine.\nYour soldiers did their duty.",""
GameTextEvent,3575,"And you? Have you brought\ntheir general's head?",""
GameTextEvent,3576,"I have, Your Majesty.",""
GameTextEvent,3577,"Mm, a fine trophy.",""
GameTextEvent,3578,"He's done it again. Beaten their\nbest soundly and easily...",""
GameTextEvent,3579,"The Lion is without peer...",""
GameTextEvent,3580,"Victory is ours!",""
GameTextEvent,3581,"Victory! For Edoras!",""
GameTextEvent,3582,"General Mahrez!",""
GameTextEvent,3583,"General Mahrez!",""
GameTextEvent,3584,"......",""
GameTextEvent,3585,"...Why, Mahrez?",""
GameTextEvent,3586,"When at the front, you perceived\nthe enemy's deception...",""
GameTextEvent,3587,"So why did you still press on\nto take their general's head?",""
GameTextEvent,3588,"......",""
GameTextEvent,3589,"I entrusted His Majesty's\nsafekeeping to someone\nI believe in.",""
GameTextEvent,3590,"Because of that, I was able\nto fulfill my duty.",""
GameTextEvent,3591,"......",""
GameTextEvent,3592,"You are indeed the general\nof generals.",""
GameTextEvent,3593,"...But one day I <i>will</> surpass you.",""
GameTextEvent,3594,"Mark my words, friend.",""
GameTextEvent,3595,"Aye... I'd be disappointed if\nyou didn't.",""
GameTextEvent,111516,"Ah, there you are. The hero of\nthe hour.",""
GameTextEvent,111517,"His Majesty wishes to speak\nto you.",""
GameTextEvent,111518,"This is an honor seldom granted...",""
GameTextEvent,3596,"'Twas a magnificent victory, Mahrez.",""
GameTextEvent,3597,"You are the pride of Edoras.\nOur invincible Lion.",""
GameTextEvent,3598,"Tell me... If fate were capricious\nand unkind...",""
GameTextEvent,3599,"And should tragedy befall your\nking... Would you be prepared\nto rule in his stead?",""
GameTextEvent,3600,"Your Majesty...",""
GameTextEvent,3601,"...I am but a soldier. Matters of\ngovernance are beyond my ken.",""
GameTextEvent,3602,"But if I were asked to protect\nmy home...",""
GameTextEvent,3603,"Then I would join hands with\nPrincess Elrica and strive to lead\nthe people together.",""
GameTextEvent,3604,"I pray this puts your fears to rest,\nYour Majesty.",""
GameTextEvent,3605,"I see...",""
GameTextEvent,3606,"...I thank you for your words,\nMahrez.",""
GameTextEvent,3607,"Come. Let us embrace once more,\nas father and son...",""
GameTextEvent,3608,"Your Majesty...",""
GameTextEvent,3609,"Hm...?",""
GameTextEvent,3610,"Ngha...",""
GameTextEvent,3611,"Y-Your Majesty... Why?",""
GameTextEvent,3612,"Mahrez.\nYou truly are a good man.",""
GameTextEvent,3613,"...Too good, unfortunately.",""
GameTextEvent,3614,"A kingdom needs but one king,\nlest the people be confused.",""
GameTextEvent,3615,"Fear not, my son. You die a Lion\nand live forever as a hero.",""
GameTextEvent,3616,"......",""
GameTextEvent,3617,"Elrica...",""
GameTextEvent,111344,"Hmph... Those who champion\njustice are naught but fools.",""
GameTextEvent,111345,"For they all pay me tribute\nin the end...",""
GameTextEvent,111346,"Guards!",""
GameTextEvent,113393,"Mahrez has been murdered...",""
GameTextEvent,113394,"...By this traveler.",""
GameTextEvent,113395,"Seize them.",""
GameTextEvent,3618,"Mahrez of Edoras.",""
GameTextEvent,3619,"Our invincible Lion...",""
GameTextEvent,3620,"We lay you to rest, that you might\nbe called to the heavens in peace\nand glory.",""
GameTextEvent,3621,"May the Sacred Flame ever shine\nits warmth upon you.",""
GameTextEvent,3622,"Is it true?\nGeneral Mahrez fell in battle?",""
GameTextEvent,3623,"Lies... I won't believe it...",""
GameTextEvent,3624,"He was without peer. No man\ncould best him in a fight...",""
GameTextEvent,3625,"There is no hope for Edoras.\nWe are doomed...",""
GameTextEvent,3626,"......",""
GameTextEvent,3627,"Osasuna. My dear brother...",""
GameTextEvent,3628,"Before Father passed, he named\nme his successor.",""
GameTextEvent,3629,"You are to go to Riven and serve\nas ambassador in their court.",""
GameTextEvent,3630,"It is a prestigious post, and one\nkey to our kingdom's prosperity.",""
GameTextEvent,3631,"......",""
GameTextEvent,3632,"Tell me you will accept...",""
GameTextEvent,3633,"I could not possibly defy the will\nof our newly crowned king.",""
GameTextEvent,3634,"Thank you, Brother...",""
GameTextEvent,3635,"Indeed, I can think of none more\nsuited to sit upon the throne.",""
GameTextEvent,3636,"Come. Let me be the first to toast\nto your enthronement.",""
GameTextEvent,3637,"To Edoras...",""
GameTextEvent,3638,"To Edoras...",""
GameTextEvent,3639,"Brother, you truly are a good man...",""
GameTextEvent,3640,"As skilled with the pen as the sword.\nBeloved by the people.",""
GameTextEvent,3641,"I cannot hold a candle to you.",""
GameTextEvent,3642,"It is no wonder that those who\nadmire you regard me with\ncontempt.",""
GameTextEvent,3643,"......",""
GameTextEvent,3644,"Guh...gah!",""
GameTextEvent,3645,"You... The drink...",""
GameTextEvent,3646,"...There is but one quality you lack.",""
GameTextEvent,3647,"Your sole failing and my singular\ngrace.",""
GameTextEvent,3648,"That which a true king must possess...",""
GameTextEvent,3649,"Ambition.",""
GameTextEvent,3650,"......",""
GameTextEvent,3651,"I know who I am.",""
GameTextEvent,3652,"Who I have always been...",""
GameTextEvent,3653,"I am...the only one worthy of\nthe throne.",""
GameTextEvent,3654,"The one who will rule all of\nOrsterra...",""
GameTextEvent,111347,"......",""
GameTextEvent,111348,"So the Flamebringer would\ndeny me my rule...",""
GameTextEvent,111349,"No matter. In due time, you shall\nlearn the folly of your course...",""
GameTextEvent,111350,"There is but one true king...",""
GameTextEvent,115924,"A sturdy lock seals the bars shut.",""
GameTextEvent,115925,"You shake the bars, but they\ndon't budge an inch.",""
GameTextEvent,117480,"There's no way you're opening\nthese bars with your bare hands.",""
GameTextEvent,117034,"Shards of shattered pots and\nrocks litter the floor.",""
GameTextEvent,117035,"You pick up the largest rock\nfragment you can find.",""
GameTextEvent,117481,"You might be able to use this\nto get out of here...",""
GameTextEvent,115923,"Hey, what're you doing in there!?\nQuiet down!",""
GameTextEvent,111351,"......",""
GameTextEvent,111352,"Tomorrow you'll face justice.\nExecution, I expect.",""
GameTextEvent,111353,"A fitting fate for the murderer\nof our kingdom's hero.",""
GameTextEvent,111355,"You and your friends...\nYou'll all be dead soon.",""
GameTextEvent,117037,"The guard eyes you suspiciously...",""
GameTextEvent,117248,"Bastard! What do you think\nyou're doing!?",""
GameTextEvent,117038,"It may be best to leave\nthe bars alone...",""
GameTextEvent,117036,"There doesn't appear to be\nanything else of use here.",""
GameTextEvent,117247,"Settle down in there, or we'll\ncome in and quiet you down!",""
GameTextEvent,111356,"That night...",""
GameTextEvent,111357,"......!",""
GameTextEvent,111358,"Follow me...",""
GameTextEvent,3655,"Mahrez...",""
GameTextEvent,3656,"Oh, my beloved Mahrez...",""
GameTextEvent,3657,"*sniff* *sniff*",""
GameTextEvent,3658,"Princess Elrica. I must speak to you.\nIt is a matter of grave import.",""
GameTextEvent,3660,"......",""
GameTextEvent,3661,"...I do not wish to hear it.",""
GameTextEvent,3662,"Forgive me my impudence,\nYour Highness.",""
GameTextEvent,3663,"But it must be said.",""
GameTextEvent,3664,"...I have brought the one they\nsay murdered General Mahrez.",""
GameTextEvent,3665,"......!",""
GameTextEvent,3666,"...You bastard!",""
GameTextEvent,3667,"Pray be calm, Your Highness.",""
GameTextEvent,3668,"What would this traveler stand\nto gain from his death?",""
GameTextEvent,3669,"They earned the general's trust\nand a place within his army.",""
GameTextEvent,3670,"......",""
GameTextEvent,3673,"An agent of mine was present\nafter the battle, and bore witness\nto the truth.",""
GameTextEvent,3674,"King Pardis III, your lord father,\nmurdered General Mahrez.",""
GameTextEvent,3675,"......!",""
GameTextEvent,3676,"Too trusting he was of the king...",""
GameTextEvent,3678,"But...but why...?",""
GameTextEvent,3679,"Mahrez was the champion of\nEdoras...",""
GameTextEvent,3680,"But your father came to see him\nas a threat to his rule.",""
GameTextEvent,3681,"So he deprived the people of\ntheir hero to protect his crown.",""
GameTextEvent,3682,"......",""
GameTextEvent,3683,"Father... How could you...",""
GameTextEvent,3684,"The end is nigh for this kingdom...",""
GameTextEvent,3685,"Father...must be stopped.",""
GameTextEvent,3686,"But by whose hand...?",""
GameTextEvent,3687,"I bid you flee this place,\n<chara_name>.",""
GameTextEvent,3688,"I think it unlikely you will receive\nthe audience with the king you\nonce sought...",""
GameTextEvent,3689,"Fortunately, it seems word of your\nsupposed crime has yet to spread.",""
GameTextEvent,3690,"'Twould bring shame to Edoras\nif people heard the Lion was\nslain by a traveler...",""
GameTextEvent,3691,"Nevertheless, I pray you be\ncareful on your journey...",""
GameTextEvent,3707,"The Kingdom of Edoras in the Cliftlands",""
GameTextEvent,3708,"and the Kingdom of Riven in the Riverlands.",""
GameTextEvent,3709,"Once a single nation,",""
GameTextEvent,3710,"they were locked in border disputes.",""
GameTextEvent,3711,"Twelve years ago, war finally broke out",""
GameTextEvent,3712,"between the two nations.",""
GameTextEvent,3714,"Losses on both sides were immense.",""
GameTextEvent,3715,"It was a horrific war, with no end in sight.",""
GameTextEvent,3716,"Unable to simply stand by and watch,",""
GameTextEvent,111359,"King Solon of Altinia came from the Highlands",""
GameTextEvent,114375,"in hopes of negotiating peace.",""
GameTextEvent,111360,"The pontiff held a council at the behest of the three nations...",""
GameTextEvent,111361,"...and a nonaggression pact was formed.",""
GameTextEvent,111363,"But dark shadows now spread",""
GameTextEvent,111364,"across these lands once again...",""
GameTextEvent,111365,"All for one king's",""
GameTextEvent,111366,"ambition...",""
GameTextEvent,3717,"...Your Majesty.",""
GameTextEvent,3718,"The Chosen One has escaped.",""
GameTextEvent,113702,"......",""
GameTextEvent,113703,"Shall we give chase?",""
GameTextEvent,3719,"...No, let them go.",""
GameTextEvent,3720,"...Understood.",""
GameTextEvent,3721,"There is one other matter...",""
GameTextEvent,111367,"Our secret meeting with\nKing Solon approaches.",""
GameTextEvent,111368,"......",""
GameTextEvent,111369,"It should be...enjoyable.",""
GameTextEvent,111370,"Do not fail me.",""
GameTextEvent,3722,"...Trying to get into His Majesty's\ngood graces, are we, jester?",""
GameTextEvent,3723,"Oh me oh my...\nWhat a scandalous accusation.",""
GameTextEvent,3724,"Ever since you came to the castle,\nthe king has grown more\nobsessed with military might.",""
GameTextEvent,3727,"But the people and soldiers both\ntire of war.",""
GameTextEvent,3728,"If his parents... No. If only his\nelder brother were still alive...",""
GameTextEvent,3729,"I can only hope this ""secret meeting""\nwith King Solon proves fruitful.",""
GameTextEvent,3732,"Hyeh hyeh hyeh...",""
GameTextEvent,3733,"So you don't know the true aim\nof this ""meeting"" then?",""
GameTextEvent,3734,"What? What are you talking about?",""
GameTextEvent,3735,"...Come closer, Prime Minister.",""
GameTextEvent,3736,"......!",""
GameTextEvent,3737,"No... This...\nHow can this be...?",""
GameTextEvent,3738,"And with that, I bid you\ngood day...",""
GameTextEvent,3739,"Sister, I've made some tea.",""
GameTextEvent,3740,"Thank you, Alaune.",""
GameTextEvent,3741,"...It's nice and warm.",""
GameTextEvent,3742,"We often used to bake and\ndrink tea, didn't we?",""
GameTextEvent,3743,"Yes...I remember.\nWith Mother.",""
GameTextEvent,3744,"Every time she tied on this\nblue ribbon...",""
GameTextEvent,3745,"She would say,",""
GameTextEvent,3746,"""People live their lives trying\nto protect something.""",""
GameTextEvent,3747,"""You just have to decide what\nyou want to protect.""",""
GameTextEvent,3748,"...Mm.",""
GameTextEvent,3749,"I took that lesson to heart.",""
GameTextEvent,3750,"I decided that I wanted to protect...",""
GameTextEvent,3751,"The people of this land...\nand Mahrez.",""
GameTextEvent,3752,"Sister...",""
GameTextEvent,3753,"...It's all right. You needn't worry.",""
GameTextEvent,3754,"Were it me, I would still be in tears.",""
GameTextEvent,3755,"If crying would solve anything,\nI would gladly shed a thousand\ntears.",""
GameTextEvent,3756,"But all I can do is keep moving\nforward.",""
GameTextEvent,3757,"I still have something worth\nprotecting.",""
GameTextEvent,3758,"Elrica...",""
GameTextEvent,3759,"I must stop Father.",""
GameTextEvent,3760,"...What?",""
GameTextEvent,3761,"But...you can't.",""
GameTextEvent,3762,"If we oppose Father, we would be...",""
GameTextEvent,3763,"What are you planning to do?",""
GameTextEvent,3764,"...You cannot know.",""
GameTextEvent,3765,"I do not want you drawn into\nthe fighting.",""
GameTextEvent,3766,"Sister...",""
GameTextEvent,3768,"I heard the slums were the best place\nfor entertainment...",""
GameTextEvent,3769,"And they weren't kidding! Heh.",""
GameTextEvent,3770,"Just keep quiet, okay?\nWe're gonna have some fun...",""
GameTextEvent,111372,"And there's no Lion around\nto stop us either...",""
GameTextEvent,3771,"No! Someone! Help!!",""
GameTextEvent,3772,"...Well, now you've done it.",""
GameTextEvent,3773,"You there! Just turn around and\ngo back the way you came!",""
GameTextEvent,3774,"...Unless you'd rather lose\nyour head instead?",""
GameTextEvent,3775,"Gyahaha!",""
GameTextEvent,3776,"...You really wanna do this?",""
GameTextEvent,3777,"Then you're a fool.",""
GameTextEvent,3778,"...I should say the same to you.",""
GameTextEvent,3779,"!!",""
GameTextEvent,3780,"You fiends disgrace our land\nwith your wicked deeds.",""
GameTextEvent,3781,"And now you must pay the price...",""
GameTextEvent,3782,"The hell!?\nThere's two of 'em now!",""
GameTextEvent,3783,"Who cares?\nLet's kill 'em both!",""
GameTextEvent,3784,"...That's enough.\nNow get out of my sight.",""
GameTextEvent,3785,"And bring no further shame\nto Edoras.",""
GameTextEvent,3786,"Aaaaaah!",""
GameTextEvent,3787,"...Are you hurt?",""
GameTextEvent,3788,"Thank you, noble warrior...",""
GameTextEvent,111373,"...Edoras has changed.",""
GameTextEvent,3789,"War may have extended\nour borders...",""
GameTextEvent,3790,"But His Majesty treats us\nlike cattle.",""
GameTextEvent,3791,"Life down here in the slums\nis nothing but pain.",""
GameTextEvent,3792,"......",""
GameTextEvent,3793,"We need help...",""
GameTextEvent,3794,"I will save this land...I swear it.",""
GameTextEvent,3795,"Traveler, you carry yourself well.",""
GameTextEvent,111374,"What brings you to this land?",""
GameTextEvent,111375,"I see. You were falsely charged\nby the king...",""
GameTextEvent,3796,"I am El, a swordsman. I was just\npreparing to journey eastward.",""
GameTextEvent,3797,"If you wish to meet the king,\nI may be able to help.",""
GameTextEvent,3799,"In turn, perhaps you can help me?",""
GameTextEvent,3802,"Thank you...",""
GameTextEvent,3803,"We will head for the Sunlands.\nIt will be a long journey.",""
GameTextEvent,3804,"Let us first make for Clearbrook.",""
GameTextEvent,3826,"There you go, good as new.",""
GameTextEvent,3827,"Here ya go, Doc.\nI brought us water.",""
GameTextEvent,3828,"Thank you, traveler.",""
GameTextEvent,3829,"That looks bad...\nIs this the work of those bandits?",""
GameTextEvent,3830,"Yes, they made off with our food\nand gold.",""
GameTextEvent,3831,"And they've demanded more\nnext time.",""
GameTextEvent,3832,"They've been targeting all\nthe villages around here.",""
GameTextEvent,3833,"I doubt we'll survive another\nattack...",""
GameTextEvent,3834,"......",""
GameTextEvent,3835,"You lot aren't from this village.",""
GameTextEvent,3836,"You come to help? Me too.",""
GameTextEvent,3837,"I was passing through and\ngot drawn in by the cries.",""
GameTextEvent,3838,"......",""
GameTextEvent,3839,"I'm Charles, a traveler.",""
GameTextEvent,3840,"I can hold my own in a fight.\nPleased to meet ya.",""
GameTextEvent,3841,"......",""
GameTextEvent,3842,"...Did you lose all your leaves?\nYou look like the world's ending.",""
GameTextEvent,113704,"Here, have a little something\nto eat. Cheer yourself up.",""
GameTextEvent,3843,"...No, thank you.",""
GameTextEvent,3844,"The two of us are visiting this\nvillage, nothing more.",""
GameTextEvent,3845,"So...you can just turn a blind eye\nto these besieged villagers?",""
GameTextEvent,3846,"I have a duty to uphold.\nIt cannot wait.",""
GameTextEvent,3847,"...Huh. My mistake, then.\nI pegged you wrong.",""
GameTextEvent,3848,"Turns out you're just a coward.",""
GameTextEvent,3849,"...What did you say?",""
GameTextEvent,3850,"......",""
GameTextEvent,3851,"......",""
GameTextEvent,3852,"All right, you two.\nI think that's enough.",""
GameTextEvent,3853,"We can't go dragging other\npeople into our problems...",""
GameTextEvent,3854,"You look pretty strong.\nWhat's your read on this?",""
GameTextEvent,111376,"Do you agree with the cowardly\nswordsman here?",""
GameTextEvent,3855,"...Twice now you dishonor\nmy name.",""
GameTextEvent,3856,"Take it back, or else.",""
GameTextEvent,3857,"Or else what? If you weren't\nlistening, I said I could hold\nmy own in a fight.",""
GameTextEvent,3858,"T-traveler! Do something!",""
GameTextEvent,3859,"Bandits!",""
GameTextEvent,3861,"I think you know why we're here.",""
GameTextEvent,3862,"So let's have it!",""
GameTextEvent,3863,"Please...stop.",""
GameTextEvent,3864,"Huh? What d'ye think yer doin'?",""
GameTextEvent,3865,"This is just a poor little village.",""
GameTextEvent,3866,"If you take any more from us,\nthe people will starve.",""
GameTextEvent,3867,"So please...just leave us be.",""
GameTextEvent,3868,"......",""
GameTextEvent,3869,"You idiot! You think we'll\njust leave empty-handed?",""
GameTextEvent,3870,"Then <i>we'll</> be the ones starvin'!",""
GameTextEvent,3871,"Your odds of survival are better\nthat way.",""
GameTextEvent,3872,"So ye've brought some friends\nthis time.",""
GameTextEvent,3873,"Guess we'll just have to come\nback with some of our own.",""
GameTextEvent,3874,"......",""
GameTextEvent,3875,"We'll finish this next time.",""
GameTextEvent,3876,"Well, now... What do we do?",""
GameTextEvent,3877,"......",""
GameTextEvent,3878,"I shall fight with you.",""
GameTextEvent,3879,"Really? Why the change of heart?",""
GameTextEvent,3880,"I recognized the insignia on\nthe bandits' armor.",""
GameTextEvent,3881,"It's the insignia of Edoras,\nmy homeland.",""
GameTextEvent,3882,"......",""
GameTextEvent,3883,"I set out on this journey to save\nEdoras from the tyranny of our\nking.",""
GameTextEvent,3884,"Those bandits likely only exist\nbecause of him.",""
GameTextEvent,3885,"...Knowing that, I cannot walk\naway.",""
GameTextEvent,3886,"Helping this village won't do\nanything for your country,\nyou know that, right?",""
GameTextEvent,3887,"......",""
GameTextEvent,3888,"The sins of my homeland are my sins\nas well.",""
GameTextEvent,3889,"...So you do have a spine after all.",""
GameTextEvent,3890,"Well, welcome aboard, swordsman.",""
GameTextEvent,3891,"My name is El... Master Charles.",""
GameTextEvent,3892,"Just Charles'll do. And, uh...sorry\nabout dishonoring your name\nand all that.",""
GameTextEvent,3893,"Hehe...",""
GameTextEvent,3894,"Now then, what say we pay\nthose bandits a visit?",""
GameTextEvent,3895,"...What are you thinking?",""
GameTextEvent,3896,"Well, doesn't make much sense\nto wait for them to come back\nhere in full force.",""
